SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SUB_POPULATION,GRADE,FSA_SKILL_CODE,NUMBER_EXPECTED_WRITERS,NUMBER_WRITERS,NUMBER_UNKNOWN,NUMBER_EMERGING,NUMBER_ONTRACK,NUMBER_EXTENDING,SCORE
2007,District Level,BC Public School,41,Burnaby,Diverse Abilities,7,Writing,223,129,91,32,72,25,7.0078
2007,District Level,BC Public School,41,Burnaby,Non Diverse Abilities,7,Writing,1610,1413,184,131,1028,254,7.7473
2007,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,All Students,7,Writing,1173,1084,84,238,791,55,6.3404
2007,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Indigenous,7,Writing,117,103,10,10,73,10,5.8641
2007,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Non Indigenous,7,Writing,1056,981,10,10,718,10,6.3904
2007,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Diverse Abilities,7,Writing,134,101,10,51,10,10,5.1386
2007,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Non Diverse Abilities,7,Writing,1039,983,10,10,746,10,6.4639
2007,District Level,BC Public School,43,Coquitlam,All Students,7,Writing,2415,2266,142,271,1705,290,7.2418
2007,District Level,BC Public School,43,Coquitlam,Indigenous,7,Writing,124,106,10,10,78,10,6.6226
2007,District Level,BC Public School,43,Coquitlam,Non Indigenous,7,Writing,2291,2160,10,10,1627,10,7.2722
2007,District Level,BC Public School,43,Coquitlam,Diverse Abilities,7,Writing,422,355,65,84,213,58,6.9718
2007,District Level,BC Public School,43,Coquitlam,Non Diverse Abilities,7,Writing,1993,1911,77,187,1492,232,7.292
2007,District Level,BC Public School,44,North Vancouver,All Students,7,Writing,1370,1066,296,124,819,123,7.2889
2007,District Level,BC Public School,44,North Vancouver,Indigenous,7,Writing,61,37,24,10,29,10,6.7838
2007,District Level,BC Public School,44,North Vancouver,Non Indigenous,7,Writing,1309,1029,272,10,790,10,7.3071
2007,District Level,BC Public School,44,North Vancouver,Diverse Abilities,7,Writing,168,101,65,10,71,10,6.4455
2007,District Level,BC Public School,44,North Vancouver,Non Diverse Abilities,7,Writing,1202,965,231,10,748,10,7.3772
2007,District Level,BC Public School,45,West Vancouver,All Students,7,Writing,457,425,10,10,291,10,8.9718
2007,District Level,BC Public School,45,West Vancouver,Diverse Abilities,7,Writing,54,44,10,10,32,10,8.6136
2007,District Level,BC Public School,45,West Vancouver,Non Diverse Abilities,7,Writing,403,381,10,10,259,10,9.0131
2007,District Level,BC Public School,46,Sunshine Coast,All Students,7,Writing,283,263,15,22,177,64,8.1483
2007,District Level,BC Public School,46,Sunshine Coast,Indigenous,7,Writing,58,48,10,10,33,10,7.2292
2007,District Level,BC Public School,46,Sunshine Coast,Non Indigenous,7,Writing,225,215,10,10,144,10,8.3535
2007,District Level,BC Public School,46,Sunshine Coast,Diverse Abilities,7,Writing,43,32,5,5,18,5,6.5625
2007,District Level,BC Public School,46,Sunshine Coast,Non Diverse Abilities,7,Writing,240,231,10,10,159,10,8.368
2007,District Level,BC Public School,47,Powell River,All Students,7,Writing,196,178,15,23,137,18,7.0337
2007,District Level,BC Public School,47,Powell River,Indigenous,7,Writing,25,22,5,5,17,5,6.7273
2007,District Level,BC Public School,47,Powell River,Non Indigenous,7,Writing,171,156,10,10,120,10,7.0769
2007,District Level,BC Public School,47,Powell River,Diverse Abilities,7,Writing,28,18,5,5,11,5,5.9444
2007,District Level,BC Public School,47,Powell River,Non Diverse Abilities,7,Writing,168,160,10,10,126,10,7.1563
2007,District Level,BC Public School,48,Sea to Sky,All Students,7,Writing,310,277,33,28,233,16,7.2888
2007,District Level,BC Public School,48,Sea to Sky,Indigenous,7,Writing,42,29,13,5,25,5,6.7931
2007,District Level,BC Public School,48,Sea to Sky,Non Indigenous,7,Writing,268,248,20,10,208,10,7.3468
2007,District Level,BC Public School,48,Sea to Sky,Diverse Abilities,7,Writing,42,24,18,5,16,5,5.7917
2007,District Level,BC Public School,48,Sea to Sky,Non Diverse Abilities,7,Writing,268,253,15,10,217,10,7.4308
2007,District Level,BC Public School,49,Central Coast,All Students,7,Writing,15,5,5,5,5,5,5.3077
2007,District Level,BC Public School,50,Haida Gwaii,All Students,7,Writing,53,41,11,10,30,10,7.1951
2007,District Level,BC Public School,50,Haida Gwaii,Indigenous,7,Writing,34,24,5,5,20,5,7.25
2007,District Level,BC Public School,50,Haida Gwaii,Non Indigenous,7,Writing,19,17,5,5,10,5,7.1176
2007,District Level,BC Public School,50,Haida Gwaii,Diverse Abilities,7,Writing,12,5,5,5,5,5,5.5
2007,District Level,BC Public School,50,Haida Gwaii,Non Diverse Abilities,7,Writing,41,5,5,5,5,5,7.6061
2007,District Level,BC Public School,51,Boundary,All Students,7,Writing,127,111,10,10,94,10,6.2613
2007,District Level,BC Public School,51,Boundary,Indigenous,7,Writing,31,24,5,5,19,5,6
2007,District Level,BC Public School,51,Boundary,Non Indigenous,7,Writing,96,87,10,10,75,10,6.3333
2007,District Level,BC Public School,51,Boundary,Diverse Abilities,7,Writing,14,5,5,5,5,5,5.8889
2007,District Level,BC Public School,51,Boundary,Non Diverse Abilities,7,Writing,113,10,10,10,10,10,6.2941
2007,District Level,BC Public School,52,Prince Rupert,All Students,7,Writing,179,163,10,10,120,10,6.2454
2007,District Level,BC Public School,52,Prince Rupert,Indigenous,7,Writing,103,92,10,10,61,10,5.6957
2007,District Level,BC Public School,52,Prince Rupert,Non Indigenous,7,Writing,76,71,10,10,59,10,6.9577
2007,District Level,BC Public School,52,Prince Rupert,Diverse Abilities,7,Writing,36,26,5,13,5,5,5.3077
2007,District Level,BC Public School,52,Prince Rupert,Non Diverse Abilities,7,Writing,143,137,10,10,108,10,6.4234
2007,District Level,BC Public School,53,Okanagan Similkameen,All Students,7,Writing,209,191,18,41,127,23,6.9319
2007,District Level,BC Public School,53,Okanagan Similkameen,Indigenous,7,Writing,42,40,5,5,24,5,6.125
2007,District Level,BC Public School,53,Okanagan Similkameen,Non Indigenous,7,Writing,167,151,10,10,103,10,7.1457
2007,District Level,BC Public School,53,Okanagan Similkameen,Diverse Abilities,7,Writing,37,24,5,5,5,5,5.4583
2007,District Level,BC Public School,53,Okanagan Similkameen,Non Diverse Abilities,7,Writing,172,167,10,10,116,10,7.1437
2007,District Level,BC Public School,54,Bulkley Valley,All Students,7,Writing,183,169,10,10,128,10,7.4793
2007,District Level,BC Public School,54,Bulkley Valley,Indigenous,7,Writing,44,42,5,5,28,5,5.9762
2007,District Level,BC Public School,54,Bulkley Valley,Non Indigenous,7,Writing,139,127,10,10,100,10,7.9764
2007,District Level,BC Public School,54,Bulkley Valley,Diverse Abilities,7,Writing,16,5,5,5,5,5,3.7778
2007,District Level,BC Public School,54,Bulkley Valley,Non Diverse Abilities,7,Writing,167,10,10,10,10,10,7.6875
2007,District Level,BC Public School,57,Prince George,All Students,7,Writing,1121,1033,77,246,737,50,6.5353
2007,District Level,BC Public School,57,Prince George,Indigenous,7,Writing,299,258,10,10,173,10,5.9225
2007,District Level,BC Public School,57,Prince George,Non Indigenous,7,Writing,822,775,10,10,564,10,6.7394
2007,District Level,BC Public School,57,Prince George,Diverse Abilities,7,Writing,99,53,44,33,10,10,4.434
2007,District Level,BC Public School,57,Prince George,Non Diverse Abilities,7,Writing,1022,980,10,10,718,10,6.649
2007,District Level,BC Public School,58,Nicola-Similkameen,All Students,7,Writing,197,181,10,10,151,10,6.989
2007,District Level,BC Public School,58,Nicola-Similkameen,Indigenous,7,Writing,74,62,10,10,51,10,6.6452
2007,District Level,BC Public School,58,Nicola-Similkameen,Non Indigenous,7,Writing,123,119,10,10,100,10,7.1681
2007,District Level,BC Public School,58,Nicola-Similkameen,Diverse Abilities,7,Writing,22,13,5,5,5,5,6
2007,District Level,BC Public School,58,Nicola-Similkameen,Non Diverse Abilities,7,Writing,175,168,10,10,10,10,7.0655
2007,District Level,BC Public School,59,Peace River South,All Students,7,Writing,368,308,52,99,166,43,6.6558
2007,District Level,BC Public School,59,Peace River South,Indigenous,7,Writing,141,104,10,10,49,10,5.7692
2007,District Level,BC Public School,59,Peace River South,Non Indigenous,7,Writing,227,204,10,10,117,10,7.1078
2007,District Level,BC Public School,59,Peace River South,Diverse Abilities,7,Writing,41,15,23,5,5,5,4.9333
2007,District Level,BC Public School,59,Peace River South,Non Diverse Abilities,7,Writing,327,293,29,10,10,10,6.744
2007,District Level,BC Public School,60,Peace River North,All Students,7,Writing,433,347,82,76,238,33,6.9683
2007,District Level,BC Public School,60,Peace River North,Indigenous,7,Writing,94,71,10,10,45,10,6.2535
2007,District Level,BC Public School,60,Peace River North,Non Indigenous,7,Writing,339,276,61,10,193,10,7.1522
2007,District Level,BC Public School,60,Peace River North,Diverse Abilities,7,Writing,59,34,25,17,10,10,5.7647
2007,District Level,BC Public School,60,Peace River North,Non Diverse Abilities,7,Writing,374,313,10,10,222,10,7.099
2007,District Level,BC Public School,61,Greater Victoria,All Students,7,Writing,1489,1337,137,238,1040,59,6.6006
2007,District Level,BC Public School,61,Greater Victoria,Indigenous,7,Writing,146,116,10,10,70,10,5.5172
2007,District Level,BC Public School,61,Greater Victoria,Non Indigenous,7,Writing,1343,1221,10,10,970,10,6.7035
2007,District Level,BC Public School,61,Greater Victoria,Diverse Abilities,7,Writing,272,195,75,50,134,11,6.4513
2007,District Level,BC Public School,61,Greater Victoria,Non Diverse Abilities,7,Writing,1217,1142,62,188,906,48,6.6261
2007,District Level,BC Public School,62,Sooke,All Students,7,Writing,672,565,10,10,377,10,6.1735
2007,District Level,BC Public School,62,Sooke,Indigenous,7,Writing,92,63,10,10,32,10,5.1746
2007,District Level,BC Public School,62,Sooke,Non Indigenous,7,Writing,580,502,10,10,345,10,6.2988
2007,District Level,BC Public School,62,Sooke,Diverse Abilities,7,Writing,116,65,50,32,10,10,5.5077
2007,District Level,BC Public School,62,Sooke,Non Diverse Abilities,7,Writing,556,500,10,10,348,10,6.26
2007,District Level,BC Public School,63,Saanich,All Students,7,Writing,622,581,37,55,450,76,7.42
2007,District Level,BC Public School,63,Saanich,Indigenous,7,Writing,42,40,5,5,30,5,5.95
2007,District Level,BC Public School,63,Saanich,Non Indigenous,7,Writing,580,541,10,10,420,10,7.5287
2007,District Level,BC Public School,63,Saanich,Diverse Abilities,7,Writing,73,59,10,10,40,10,6.2373
2007,District Level,BC Public School,63,Saanich,Non Diverse Abilities,7,Writing,549,522,10,10,410,10,7.5536
2007,District Level,BC Public School,64,Gulf Islands,All Students,7,Writing,126,119,10,10,83,10,6.5798
2007,District Level,BC Public School,64,Gulf Islands,Diverse Abilities,7,Writing,11,5,5,5,5,5,5.3333
2007,District Level,BC Public School,64,Gulf Islands,Non Diverse Abilities,7,Writing,115,10,10,10,10,10,6.6818
2007,District Level,BC Public School,67,Okanagan Skaha,All Students,7,Writing,563,517,42,66,408,43,7.3075
2007,District Level,BC Public School,67,Okanagan Skaha,Indigenous,7,Writing,72,65,10,10,50,10,6.9077
2007,District Level,BC Public School,67,Okanagan Skaha,Non Indigenous,7,Writing,491,452,10,10,358,10,7.365
2007,District Level,BC Public School,67,Okanagan Skaha,Diverse Abilities,7,Writing,111,90,20,10,66,10,6.8
2007,District Level,BC Public School,67,Okanagan Skaha,Non Diverse Abilities,7,Writing,452,427,10,10,342,10,7.4145
2007,District Level,BC Public School,68,Nanaimo-Ladysmith,All Students,7,Writing,1110,962,141,257,634,71,6.3753
2007,District Level,BC Public School,68,Nanaimo-Ladysmith,Indigenous,7,Writing,198,166,10,10,102,10,5.8373
2007,District Level,BC Public School,68,Nanaimo-Ladysmith,Non Indigenous,7,Writing,912,796,10,10,532,10,6.4874
2007,District Level,BC Public School,68,Nanaimo-Ladysmith,Diverse Abilities,7,Writing,144,70,70,43,10,10,4.5714
2007,District Level,BC Public School,68,Nanaimo-Ladysmith,Non Diverse Abilities,7,Writing,966,892,10,10,609,10,6.5168
2007,District Level,BC Public School,69,Qualicum,All Students,7,Writing,391,347,41,48,274,25,7.1902
2007,District Level,BC Public School,69,Qualicum,Indigenous,7,Writing,47,39,5,5,31,5,6.4103
2007,District Level,BC Public School,69,Qualicum,Non Indigenous,7,Writing,344,308,10,10,243,10,7.289
2007,District Level,BC Public School,69,Qualicum,Diverse Abilities,7,Writing,58,37,21,10,23,10,6.8649
2007,District Level,BC Public School,69,Qualicum,Non Diverse Abilities,7,Writing,333,310,10,10,251,10,7.229
2007,District Level,BC Public School,70,Pacific Rim,All Students,7,Writing,355,321,29,128,178,15,5.5794
2007,District Level,BC Public School,70,Pacific Rim,Indigenous,7,Writing,96,78,10,49,10,10,4.3974
2007,District Level,BC Public School,70,Pacific Rim,Non Indigenous,7,Writing,259,243,10,10,151,10,5.9588
2007,District Level,BC Public School,70,Pacific Rim,Diverse Abilities,7,Writing,64,37,10,24,10,10,4.7297
2007,District Level,BC Public School,70,Pacific Rim,Non Diverse Abilities,7,Writing,291,284,10,104,10,10,5.6901
2007,District Level,BC Public School,71,Comox Valley,All Students,7,Writing,683,609,10,10,444,10,6.1675
2007,District Level,BC Public School,71,Comox Valley,Indigenous,7,Writing,101,89,10,10,57,10,5.5281
2007,District Level,BC Public School,71,Comox Valley,Non Indigenous,7,Writing,582,520,10,10,387,10,6.2769
2007,District Level,BC Public School,71,Comox Valley,Diverse Abilities,7,Writing,140,102,10,10,61,10,5.5098
2007,District Level,BC Public School,71,Comox Valley,Non Diverse Abilities,7,Writing,543,507,10,10,383,10,6.2998
2007,District Level,BC Public School,72,Campbell River,All Students,7,Writing,457,342,113,10,240,10,6.2018
2007,District Level,BC Public School,72,Campbell River,Indigenous,7,Writing,106,73,32,10,43,10,5.411
2007,District Level,BC Public School,72,Campbell River,Non Indigenous,7,Writing,351,269,81,10,197,10,6.4164
2007,District Level,BC Public School,72,Campbell River,Diverse Abilities,7,Writing,69,33,36,22,10,10,4.6061
2007,District Level,BC Public School,72,Campbell River,Non Diverse Abilities,7,Writing,388,309,77,10,229,10,6.3722
2007,District Level,BC Public School,73,Kamloops-Thompson,All Students,7,Writing,1181,1106,10,10,998,10,6.7197
2007,District Level,BC Public School,73,Kamloops-Thompson,Indigenous,7,Writing,217,198,10,10,175,10,6.4899
2007,District Level,BC Public School,73,Kamloops-Thompson,Non Indigenous,7,Writing,964,908,10,10,823,10,6.7698
2007,District Level,BC Public School,73,Kamloops-Thompson,Diverse Abilities,7,Writing,142,98,38,10,72,10,6.4082
2007,District Level,BC Public School,73,Kamloops-Thompson,Non Diverse Abilities,7,Writing,1039,1008,10,10,926,10,6.75
2007,District Level,BC Public School,74,Gold Trail,All Students,7,Writing,116,108,10,10,93,10,6.4537
2007,District Level,BC Public School,74,Gold Trail,Indigenous,7,Writing,67,63,10,10,51,10,5.9841
2007,District Level,BC Public School,74,Gold Trail,Non Indigenous,7,Writing,49,45,5,5,42,5,7.1111
2007,District Level,BC Public School,75,Mission,All Students,7,Writing,493,444,43,98,319,27,6.6824
2007,District Level,BC Public School,75,Mission,Indigenous,7,Writing,92,79,10,10,48,10,6.038
2007,District Level,BC Public School,75,Mission,Non Indigenous,7,Writing,401,365,10,10,271,10,6.8219
2007,District Level,BC Public School,75,Mission,Diverse Abilities,7,Writing,53,32,19,16,10,10,4.7813
2007,District Level,BC Public School,75,Mission,Non Diverse Abilities,7,Writing,440,412,10,10,304,10,6.8301
2007,District Level,BC Public School,78,Fraser-Cascade,All Students,7,Writing,162,150,10,29,101,20,7.1333
2007,District Level,BC Public School,78,Fraser-Cascade,Indigenous,7,Writing,59,52,10,10,36,10,6.9038
2007,District Level,BC Public School,78,Fraser-Cascade,Non Indigenous,7,Writing,103,98,10,10,65,10,7.2551
2007,District Level,BC Public School,78,Fraser-Cascade,Diverse Abilities,7,Writing,28,20,5,5,11,5,5.7
2007,District Level,BC Public School,78,Fraser-Cascade,Non Diverse Abilities,7,Writing,134,130,10,10,90,10,7.3538
2007,District Level,BC Public School,79,Cowichan Valley,All Students,7,Writing,712,641,64,219,392,30,6.014
2007,District Level,BC Public School,79,Cowichan Valley,Indigenous,7,Writing,145,128,10,68,10,10,4.8281
2007,District Level,BC Public School,79,Cowichan Valley,Non Indigenous,7,Writing,567,513,10,10,333,10,6.3099
2007,District Level,BC Public School,79,Cowichan Valley,Diverse Abilities,7,Writing,111,83,10,45,10,10,5.6867
2007,District Level,BC Public School,79,Cowichan Valley,Non Diverse Abilities,7,Writing,601,558,10,10,362,10,6.0627
2007,District Level,BC Public School,81,Fort Nelson,All Students,7,Writing,77,10,10,10,10,10,6.5735
2007,District Level,BC Public School,82,Coast Mountains,All Students,7,Writing,365,346,15,145,188,13,5.9104
2007,District Level,BC Public School,82,Coast Mountains,Indigenous,7,Writing,152,141,10,77,10,10,5.156
2007,District Level,BC Public School,82,Coast Mountains,Non Indigenous,7,Writing,213,205,10,10,125,10,6.4293
2007,District Level,BC Public School,82,Coast Mountains,Diverse Abilities,7,Writing,68,55,10,10,27,10,5.8
2007,District Level,BC Public School,82,Coast Mountains,Non Diverse Abilities,7,Writing,297,291,10,10,161,10,5.9313
2007,District Level,BC Public School,83,North Okanagan-Shuswap,All Students,7,Writing,573,523,10,10,424,10,6.6482
2007,District Level,BC Public School,83,North Okanagan-Shuswap,Indigenous,7,Writing,100,86,10,10,67,10,6.186
2007,District Level,BC Public School,83,North Okanagan-Shuswap,Non Indigenous,7,Writing,473,437,10,10,357,10,6.7391
2007,District Level,BC Public School,83,North Okanagan-Shuswap,Diverse Abilities,7,Writing,130,95,31,10,70,10,6.5368
2007,District Level,BC Public School,83,North Okanagan-Shuswap,Non Diverse Abilities,7,Writing,443,428,10,10,354,10,6.6729
2007,District Level,BC Public School,84,Vancouver Island West,All Students,7,Writing,38,36,5,25,5,5,3.5
2007,District Level,BC Public School,84,Vancouver Island West,Indigenous,7,Writing,22,21,5,5,5,5,2.9048
2007,District Level,BC Public School,84,Vancouver Island West,Non Indigenous,7,Writing,16,15,5,5,5,5,4.3333
2007,District Level,BC Public School,85,Vancouver Island North,All Students,7,Writing,110,101,10,10,55,10,5.3861
2007,District Level,BC Public School,85,Vancouver Island North,Indigenous,7,Writing,33,28,5,5,15,5,5.1071
2007,District Level,BC Public School,85,Vancouver Island North,Non Indigenous,7,Writing,77,73,10,10,40,10,5.4932
2007,District Level,BC Public School,85,Vancouver Island North,Diverse Abilities,7,Writing,21,15,5,10,5,5,5
2007,District Level,BC Public School,85,Vancouver Island North,Non Diverse Abilities,7,Writing,89,86,10,36,10,10,5.4535
2007,District Level,BC Public School,87,Stikine,All Students,7,Writing,24,20,5,13,5,5,4.3
2007,District Level,BC Public School,91,Nechako Lakes,All Students,7,Writing,340,271,10,10,174,10,5.7269
2007,District Level,BC Public School,91,Nechako Lakes,Indigenous,7,Writing,112,94,10,10,49,10,5.0106
2007,District Level,BC Public School,91,Nechako Lakes,Non Indigenous,7,Writing,228,177,10,10,125,10,6.1073
2007,District Level,BC Public School,91,Nechako Lakes,Diverse Abilities,7,Writing,43,26,16,18,5,5,4.4231
2007,District Level,BC Public School,91,Nechako Lakes,Non Diverse Abilities,7,Writing,297,245,48,75,10,10,5.8653
2007,District Level,BC Public School,92,Nisga'a,All Students,7,Writing,34,32,5,10,5,5,6
2007,District Level,BC Public School,92,Nisga'a,Indigenous,7,Writing,34,32,5,10,5,5,6
2007,District Level,BC Public School,93,Conseil scolaire francophone,All Students,7,Writing,308,295,10,10,234,10,7.3288
2007,District Level,BC Public School,93,Conseil scolaire francophone,Indigenous,7,Writing,29,28,5,5,22,5,6.8571
2007,District Level,BC Public School,93,Conseil scolaire francophone,Non Indigenous,7,Writing,279,267,10,10,212,10,7.3783
2007,District Level,BC Public School,93,Conseil scolaire francophone,Diverse Abilities,7,Writing,31,24,5,5,13,5,5.875
2007,District Level,BC Public School,93,Conseil scolaire francophone,Non Diverse Abilities,7,Writing,277,271,10,10,221,10,7.4576
2008,Province Level,Province-Total,0,Unknown,All Students,4,Numeracy,43736,37055,6681,8029,24659,4367,490.4863
2008,Province Level,Province-Total,0,Unknown,Indigenous,4,Numeracy,5507,4396,1111,1675,2518,203,444.8094
2008,Province Level,Province-Total,0,Unknown,Non Indigenous,4,Numeracy,38229,32659,5570,6354,22141,4164,496.6346
2008,Province Level,Province-Total,0,Unknown,Diverse Abilities,4,Numeracy,3793,2052,1741,697,1062,293,473.5673
2008,Province Level,Province-Total,0,Unknown,Non Diverse Abilities,4,Numeracy,39943,35003,4940,7332,23597,4074,491.4782
2008,Province Level,BC Public School,0,Unknown,All Students,4,Numeracy,38227,32043,6184,7498,21480,3065,482.0058
2008,Province Level,BC Public School,0,Unknown,Indigenous,4,Numeracy,5080,4100,980,1582,2339,179,443.4522
2008,Province Level,BC Public School,0,Unknown,Non Indigenous,4,Numeracy,33147,27943,5204,5916,19141,2886,487.6627
2008,Province Level,BC Public School,0,Unknown,Diverse Abilities,4,Numeracy,3793,2052,1741,697,1062,293,473.5673
2008,Province Level,BC Public School,0,Unknown,Non Diverse Abilities,4,Numeracy,34434,29991,4443,6801,20418,2772,482.5832
2008,Province Level,BC Independent School,0,Unknown,All Students,4,Numeracy,5509,5012,497,531,3179,1302,544.7043
2008,Province Level,BC Independent School,0,Unknown,Indigenous,4,Numeracy,427,296,131,93,179,24,463.6081
2008,Province Level,BC Independent School,0,Unknown,Non Indigenous,4,Numeracy,5082,4716,366,438,3000,1278,549.7943
2008,Province Level,BC Independent School,0,Unknown,Non Diverse Abilities,4,Numeracy,5509,5012,497,531,3179,1302,544.7043
2008,District Level,BC Public School,5,Southeast Kootenay,All Students,4,Numeracy,370,322,10,10,234,10,478.4783
2008,District Level,BC Public School,5,Southeast Kootenay,Indigenous,4,Numeracy,74,58,16,10,43,10,465.2069
2008,District Level,BC Public School,5,Southeast Kootenay,Non Indigenous,4,Numeracy,296,264,10,10,191,10,481.3939
2008,District Level,BC Public School,5,Southeast Kootenay,Diverse Abilities,4,Numeracy,32,17,15,5,5,5,429.3529
2008,District Level,BC Public School,5,Southeast Kootenay,Non Diverse Abilities,4,Numeracy,338,305,33,10,10,10,481.2164
2008,District Level,BC Public School,6,Rocky Mountain,All Students,4,Numeracy,230,208,10,10,134,10,471.7837
2008,District Level,BC Public School,6,Rocky Mountain,Indigenous,4,Numeracy,54,51,10,10,27,10,446.7255
2008,District Level,BC Public School,6,Rocky Mountain,Non Indigenous,4,Numeracy,176,157,10,10,107,10,479.9236
2008,District Level,BC Public School,6,Rocky Mountain,Diverse Abilities,4,Numeracy,19,11,5,5,5,5,431.8182
2008,District Level,BC Public School,6,Rocky Mountain,Non Diverse Abilities,4,Numeracy,211,197,10,10,10,10,474.0152
2008,District Level,BC Public School,8,Kootenay Lake,All Students,4,Numeracy,340,245,95,53,161,31,482.8571
2008,District Level,BC Public School,8,Kootenay Lake,Indigenous,4,Numeracy,81,65,10,10,44,10,457.7231
2008,District Level,BC Public School,8,Kootenay Lake,Non Indigenous,4,Numeracy,259,180,79,10,117,10,491.9333
2008,District Level,BC Public School,8,Kootenay Lake,Diverse Abilities,4,Numeracy,28,13,15,5,5,5,481.0769
2008,District Level,BC Public School,8,Kootenay Lake,Non Diverse Abilities,4,Numeracy,312,232,80,10,10,10,482.9569
2008,District Level,BC Public School,10,Arrow Lakes,All Students,4,Numeracy,49,46,5,5,34,5,495.0217
2008,District Level,BC Public School,10,Arrow Lakes,Indigenous,4,Numeracy,10,10,5,5,5,5,459
2008,District Level,BC Public School,10,Arrow Lakes,Non Indigenous,4,Numeracy,39,36,5,5,5,5,505.0278
2008,District Level,BC Public School,19,Revelstoke,All Students,4,Numeracy,72,65,10,10,48,10,513.2308
2008,District Level,BC Public School,19,Revelstoke,Indigenous,4,Numeracy,13,10,5,5,5,5,445.5
2008,District Level,BC Public School,19,Revelstoke,Non Indigenous,4,Numeracy,59,55,10,10,10,10,525.5455
2008,District Level,BC Public School,19,Revelstoke,Diverse Abilities,4,Numeracy,10,5,5,5,5,5,453
2008,District Level,BC Public School,19,Revelstoke,Non Diverse Abilities,4,Numeracy,62,10,10,10,10,10,517.1803
2008,District Level,BC Public School,20,Kootenay-Columbia,All Students,4,Numeracy,277,240,10,10,174,10,471.5708
2008,District Level,BC Public School,20,Kootenay-Columbia,Indigenous,4,Numeracy,42,36,5,5,24,5,433.4444
2008,District Level,BC Public School,20,Kootenay-Columbia,Non Indigenous,4,Numeracy,235,204,10,10,150,10,478.299
2008,District Level,BC Public School,20,Kootenay-Columbia,Diverse Abilities,4,Numeracy,33,21,12,5,12,5,430.619
2008,District Level,BC Public School,20,Kootenay-Columbia,Non Diverse Abilities,4,Numeracy,244,219,25,10,162,10,475.4977
2008,District Level,BC Public School,22,Vernon,All Students,4,Numeracy,607,488,119,118,335,35,475.0717
2008,District Level,BC Public School,22,Vernon,Indigenous,4,Numeracy,92,67,10,10,40,10,438.8358
2008,District Level,BC Public School,22,Vernon,Non Indigenous,4,Numeracy,515,421,94,10,295,10,480.8385
2008,District Level,BC Public School,22,Vernon,Diverse Abilities,4,Numeracy,45,22,23,5,14,5,445.5455
2008,District Level,BC Public School,22,Vernon,Non Diverse Abilities,4,Numeracy,562,466,96,10,321,10,476.4657
2008,District Level,BC Public School,23,Central Okanagan,All Students,4,Numeracy,1557,1460,97,234,1069,157,498.3171
2008,District Level,BC Public School,23,Central Okanagan,Indigenous,4,Numeracy,225,207,18,43,143,21,485.058
2008,District Level,BC Public School,23,Central Okanagan,Non Indigenous,4,Numeracy,1332,1253,79,191,926,136,500.5076
2008,District Level,BC Public School,23,Central Okanagan,Diverse Abilities,4,Numeracy,108,65,43,10,40,10,464.3538
2008,District Level,BC Public School,23,Central Okanagan,Non Diverse Abilities,4,Numeracy,1449,1395,10,10,1029,10,499.8996
2008,District Level,BC Public School,27,Cariboo-Chilcotin,All Students,4,Numeracy,402,351,10,10,207,10,442.7009
2008,District Level,BC Public School,27,Cariboo-Chilcotin,Indigenous,4,Numeracy,115,95,10,10,47,10,420.3895
2008,District Level,BC Public School,27,Cariboo-Chilcotin,Non Indigenous,4,Numeracy,287,256,10,10,160,10,450.9805
2008,District Level,BC Public School,27,Cariboo-Chilcotin,Diverse Abilities,4,Numeracy,25,16,5,10,5,5,391.125
2008,District Level,BC Public School,27,Cariboo-Chilcotin,Non Diverse Abilities,4,Numeracy,377,335,10,123,10,10,445.1642
2008,District Level,BC Public School,28,Quesnel,All Students,4,Numeracy,294,226,68,84,131,11,440.1018
2008,District Level,BC Public School,28,Quesnel,Indigenous,4,Numeracy,88,63,10,36,10,10,409.5397
2008,District Level,BC Public School,28,Quesnel,Non Indigenous,4,Numeracy,206,163,10,10,106,10,451.9141
2008,District Level,BC Public School,28,Quesnel,Diverse Abilities,4,Numeracy,36,15,21,5,5,5,431.2667
2008,District Level,BC Public School,28,Quesnel,Non Diverse Abilities,4,Numeracy,258,211,47,10,10,10,440.7299
2008,District Level,BC Public School,33,Chilliwack,All Students,4,Numeracy,892,689,203,144,480,65,483.6836
2008,District Level,BC Public School,33,Chilliwack,Indigenous,4,Numeracy,180,132,48,46,76,10,459.2424
2008,District Level,BC Public School,33,Chilliwack,Non Indigenous,4,Numeracy,712,557,155,98,404,55,489.4758
2008,District Level,BC Public School,33,Chilliwack,Diverse Abilities,4,Numeracy,91,43,48,10,23,10,464.1163
2008,District Level,BC Public School,33,Chilliwack,Non Diverse Abilities,4,Numeracy,801,646,155,10,457,10,484.9861
2008,District Level,BC Public School,34,Abbotsford,All Students,4,Numeracy,1303,1222,81,220,833,169,499.7193
2008,District Level,BC Public School,34,Abbotsford,Indigenous,4,Numeracy,182,170,12,37,114,19,488.6
