SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SUB_POPULATION,GRADE,FSA_SKILL_CODE,NUMBER_EXPECTED_WRITERS,NUMBER_WRITERS,NUMBER_UNKNOWN,NUMBER_EMERGING,NUMBER_ONTRACK,NUMBER_EXTENDING,SCORE
2014,District Level,BC Public School,75,Mission,Diverse Abilities,7,Writing,42,24,18,5,15,5,5.375
2014,District Level,BC Public School,75,Mission,Non Diverse Abilities,7,Writing,386,348,38,10,260,10,6.6379
2014,District Level,BC Public School,78,Fraser-Cascade,All Students,7,Writing,121,64,57,10,46,10,5.9063
2014,District Level,BC Public School,78,Fraser-Cascade,Indigenous,7,Writing,56,28,28,10,16,10,5.0714
2014,District Level,BC Public School,78,Fraser-Cascade,Non Indigenous,7,Writing,65,36,29,10,30,10,6.5556
2014,District Level,BC Public School,78,Fraser-Cascade,Diverse Abilities,7,Writing,11,5,5,5,5,5,4
2014,District Level,BC Public School,78,Fraser-Cascade,Non Diverse Abilities,7,Writing,110,10,10,10,10,10,6.0333
2014,District Level,BC Public School,79,Cowichan Valley,All Students,7,Writing,547,345,202,44,266,35,7.3594
2014,District Level,BC Public School,79,Cowichan Valley,Indigenous,7,Writing,111,52,59,10,36,10,6.4038
2014,District Level,BC Public School,79,Cowichan Valley,Non Indigenous,7,Writing,436,293,143,10,230,10,7.529
2014,District Level,BC Public School,79,Cowichan Valley,Diverse Abilities,7,Writing,92,43,49,10,29,10,7.2558
2014,District Level,BC Public School,79,Cowichan Valley,Non Diverse Abilities,7,Writing,455,302,153,10,237,10,7.3742
2014,District Level,BC Public School,81,Fort Nelson,All Students,7,Writing,52,47,10,10,44,10,6.7021
2014,District Level,BC Public School,82,Coast Mountains,All Students,7,Writing,320,241,79,10,166,10,6.2905
2014,District Level,BC Public School,82,Coast Mountains,Indigenous,7,Writing,133,102,10,10,63,10,5.7843
2014,District Level,BC Public School,82,Coast Mountains,Non Indigenous,7,Writing,187,139,48,10,103,10,6.6619
2014,District Level,BC Public School,82,Coast Mountains,Diverse Abilities,7,Writing,51,32,19,10,22,10,5.5313
2014,District Level,BC Public School,82,Coast Mountains,Non Diverse Abilities,7,Writing,269,209,60,10,144,10,6.4067
2014,District Level,BC Public School,83,North Okanagan-Shuswap,All Students,7,Writing,397,339,10,10,245,10,5.9912
2014,District Level,BC Public School,83,North Okanagan-Shuswap,Indigenous,7,Writing,94,70,10,10,43,10,5.2571
2014,District Level,BC Public School,83,North Okanagan-Shuswap,Non Indigenous,7,Writing,303,269,10,10,202,10,6.1822
2014,District Level,BC Public School,83,North Okanagan-Shuswap,Diverse Abilities,7,Writing,85,54,31,10,30,10,5.4815
2014,District Level,BC Public School,83,North Okanagan-Shuswap,Non Diverse Abilities,7,Writing,312,285,10,10,215,10,6.0877
2014,District Level,BC Public School,84,Vancouver Island West,All Students,7,Writing,29,19,10,5,10,5,4.8421
2014,District Level,BC Public School,84,Vancouver Island West,Indigenous,7,Writing,17,5,5,5,5,5,4.3333
2014,District Level,BC Public School,84,Vancouver Island West,Non Indigenous,7,Writing,12,5,5,5,5,5,5.7143
2014,District Level,BC Public School,85,Vancouver Island North,All Students,7,Writing,100,95,10,10,78,10,6.7579
2014,District Level,BC Public School,85,Vancouver Island North,Indigenous,7,Writing,49,45,5,5,36,5,6.4667
2014,District Level,BC Public School,85,Vancouver Island North,Non Indigenous,7,Writing,51,50,10,10,42,10,7.02
2014,District Level,BC Public School,85,Vancouver Island North,Diverse Abilities,7,Writing,27,25,5,5,17,5,5.72
2014,District Level,BC Public School,85,Vancouver Island North,Non Diverse Abilities,7,Writing,73,70,10,10,61,10,7.1286
2014,District Level,BC Public School,91,Nechako Lakes,All Students,7,Writing,298,180,118,10,123,10,6.4
2014,District Level,BC Public School,91,Nechako Lakes,Indigenous,7,Writing,113,67,46,10,39,10,5.3881
2014,District Level,BC Public School,91,Nechako Lakes,Non Indigenous,7,Writing,185,113,72,10,84,10,7
2014,District Level,BC Public School,91,Nechako Lakes,Diverse Abilities,7,Writing,58,28,30,15,10,10,4.8571
2014,District Level,BC Public School,91,Nechako Lakes,Non Diverse Abilities,7,Writing,240,152,88,10,110,10,6.6842
2014,District Level,BC Public School,92,Nisga'a,All Students,7,Writing,37,29,5,5,21,5,7.1379
2014,District Level,BC Public School,92,Nisga'a,Indigenous,7,Writing,37,29,5,5,21,5,7.1379
2014,District Level,BC Public School,93,Conseil scolaire francophone,All Students,7,Writing,389,292,97,23,227,42,7.6507
2014,District Level,BC Public School,93,Conseil scolaire francophone,Indigenous,7,Writing,44,28,16,5,21,5,6.6786
2014,District Level,BC Public School,93,Conseil scolaire francophone,Non Indigenous,7,Writing,345,264,81,10,206,10,7.7538
2014,District Level,BC Public School,93,Conseil scolaire francophone,Diverse Abilities,7,Writing,46,20,26,5,15,5,6.45
2014,District Level,BC Public School,93,Conseil scolaire francophone,Non Diverse Abilities,7,Writing,343,272,71,10,212,10,7.739
2015,Province Level,Province-Total,0,Unknown,All Students,4,Numeracy,44996,35955,9036,7140,23965,4850,497.9114
2015,Province Level,Province-Total,0,Unknown,Indigenous,4,Numeracy,5995,4566,1427,1764,2625,177,442.3491
2015,Province Level,Province-Total,0,Unknown,Non Indigenous,4,Numeracy,39001,31389,7609,5376,21340,4673,505.9938
2015,Province Level,Province-Total,0,Unknown,Diverse Abilities,4,Numeracy,4441,2355,2086,795,1265,295,471.5703
2015,Province Level,Province-Total,0,Unknown,Non Diverse Abilities,4,Numeracy,40555,33600,6950,6345,22700,4555,499.7577
2015,Province Level,BC Public School,0,Unknown,All Students,4,Numeracy,38602,30055,8543,6581,20543,2931,485.7541
2015,Province Level,BC Public School,0,Unknown,Indigenous,4,Numeracy,5418,4101,1315,1588,2373,140,440.9939
2015,Province Level,BC Public School,0,Unknown,Non Indigenous,4,Numeracy,33184,25954,7228,4993,18170,2791,492.8267
2015,Province Level,BC Public School,0,Unknown,Diverse Abilities,4,Numeracy,3940,2035,1905,711,1091,233,467.2948
2015,Province Level,BC Public School,0,Unknown,Non Diverse Abilities,4,Numeracy,34662,28020,6638,5870,19452,2698,487.0948
2015,Province Level,BC Independent School,0,Unknown,All Students,4,Numeracy,6394,5900,493,559,3422,1919,559.8417
2015,Province Level,BC Independent School,0,Unknown,Indigenous,4,Numeracy,577,465,112,176,252,37,454.3011
2015,Province Level,BC Independent School,0,Unknown,Non Indigenous,4,Numeracy,5817,5435,381,383,3170,1882,568.8714
2015,Province Level,BC Independent School,0,Unknown,Diverse Abilities,4,Numeracy,501,320,181,84,174,62,498.7594
2015,Province Level,BC Independent School,0,Unknown,Non Diverse Abilities,4,Numeracy,5893,5580,312,475,3248,1857,563.3446
2015,District Level,BC Public School,5,Southeast Kootenay,All Students,4,Numeracy,410,306,104,10,228,10,481.5588
2015,District Level,BC Public School,5,Southeast Kootenay,Indigenous,4,Numeracy,105,78,27,10,59,10,468.8077
2015,District Level,BC Public School,5,Southeast Kootenay,Non Indigenous,4,Numeracy,305,228,77,10,169,10,485.9211
2015,District Level,BC Public School,5,Southeast Kootenay,Diverse Abilities,4,Numeracy,45,22,23,13,5,5,407
2015,District Level,BC Public School,5,Southeast Kootenay,Non Diverse Abilities,4,Numeracy,365,284,81,45,10,10,487.3345
2015,District Level,BC Public School,6,Rocky Mountain,All Students,4,Numeracy,222,211,10,10,163,10,487.6872
2015,District Level,BC Public School,6,Rocky Mountain,Indigenous,4,Numeracy,66,63,10,10,47,10,479.5079
2015,District Level,BC Public School,6,Rocky Mountain,Non Indigenous,4,Numeracy,156,148,10,10,116,10,491.1689
2015,District Level,BC Public School,6,Rocky Mountain,Diverse Abilities,4,Numeracy,10,5,5,5,5,5,363.2
2015,District Level,BC Public School,6,Rocky Mountain,Non Diverse Abilities,4,Numeracy,212,10,10,10,10,10,490.7087
2015,District Level,BC Public School,8,Kootenay Lake,All Students,4,Numeracy,337,260,10,10,159,10,464.4192
2015,District Level,BC Public School,8,Kootenay Lake,Indigenous,4,Numeracy,86,69,10,10,39,10,452.5797
2015,District Level,BC Public School,8,Kootenay Lake,Non Indigenous,4,Numeracy,251,191,60,10,120,10,468.6963
2015,District Level,BC Public School,8,Kootenay Lake,Diverse Abilities,4,Numeracy,15,5,5,5,5,5,407.4286
2015,District Level,BC Public School,8,Kootenay Lake,Non Diverse Abilities,4,Numeracy,322,10,10,10,10,10,465.996
2015,District Level,BC Public School,10,Arrow Lakes,All Students,4,Numeracy,32,26,5,5,5,5,598.2692
2015,District Level,BC Public School,19,Revelstoke,All Students,4,Numeracy,85,43,42,10,38,10,491.4186
2015,District Level,BC Public School,19,Revelstoke,Indigenous,4,Numeracy,11,5,5,5,5,5,463.75
2015,District Level,BC Public School,19,Revelstoke,Non Indigenous,4,Numeracy,74,10,10,10,10,10,497.7429
2015,District Level,BC Public School,19,Revelstoke,Diverse Abilities,4,Numeracy,12,5,5,5,5,5,527.4
2015,District Level,BC Public School,19,Revelstoke,Non Diverse Abilities,4,Numeracy,73,10,10,10,10,10,486.6842
2015,District Level,BC Public School,20,Kootenay-Columbia,All Students,4,Numeracy,284,148,136,10,99,10,474.7365
2015,District Level,BC Public School,20,Kootenay-Columbia,Indigenous,4,Numeracy,58,31,27,10,16,10,465.6129
2015,District Level,BC Public School,20,Kootenay-Columbia,Non Indigenous,4,Numeracy,226,117,109,10,83,10,477.1538
2015,District Level,BC Public School,20,Kootenay-Columbia,Diverse Abilities,4,Numeracy,17,5,11,5,5,5,464.5
2015,District Level,BC Public School,20,Kootenay-Columbia,Non Diverse Abilities,4,Numeracy,267,10,125,10,10,10,475.169
2015,District Level,BC Public School,22,Vernon,All Students,4,Numeracy,587,518,69,167,323,28,460.249
2015,District Level,BC Public School,22,Vernon,Indigenous,4,Numeracy,107,97,10,10,57,10,433.9278
2015,District Level,BC Public School,22,Vernon,Non Indigenous,4,Numeracy,480,421,10,10,266,10,466.3135
2015,District Level,BC Public School,22,Vernon,Diverse Abilities,4,Numeracy,46,35,5,21,5,5,410.3714
2015,District Level,BC Public School,22,Vernon,Non Diverse Abilities,4,Numeracy,541,483,10,10,311,10,463.8634
2015,District Level,BC Public School,23,Central Okanagan,All Students,4,Numeracy,1529,1118,411,224,818,76,480.9079
2015,District Level,BC Public School,23,Central Okanagan,Indigenous,4,Numeracy,252,181,71,10,122,10,450.5912
2015,District Level,BC Public School,23,Central Okanagan,Non Indigenous,4,Numeracy,1277,937,340,10,696,10,486.7641
2015,District Level,BC Public School,23,Central Okanagan,Diverse Abilities,4,Numeracy,194,89,105,24,53,12,469.3146
2015,District Level,BC Public School,23,Central Okanagan,Non Diverse Abilities,4,Numeracy,1335,1029,306,200,765,64,481.9106
2015,District Level,BC Public School,27,Cariboo-Chilcotin,All Students,4,Numeracy,324,303,10,10,193,10,438.7954
2015,District Level,BC Public School,27,Cariboo-Chilcotin,Indigenous,4,Numeracy,115,105,10,10,59,10,420.1333
2015,District Level,BC Public School,27,Cariboo-Chilcotin,Non Indigenous,4,Numeracy,209,198,10,10,134,10,448.6919
2015,District Level,BC Public School,27,Cariboo-Chilcotin,Diverse Abilities,4,Numeracy,25,11,5,5,5,5,409.6364
2015,District Level,BC Public School,27,Cariboo-Chilcotin,Non Diverse Abilities,4,Numeracy,299,292,10,10,10,10,439.8938
2015,District Level,BC Public School,28,Quesnel,All Students,4,Numeracy,232,155,77,82,10,10,408.7419
2015,District Level,BC Public School,28,Quesnel,Indigenous,4,Numeracy,85,55,30,30,10,10,395.2
2015,District Level,BC Public School,28,Quesnel,Non Indigenous,4,Numeracy,147,100,47,52,10,10,416.19
2015,District Level,BC Public School,28,Quesnel,Diverse Abilities,4,Numeracy,14,5,10,5,5,5,385.5
2015,District Level,BC Public School,28,Quesnel,Non Diverse Abilities,4,Numeracy,218,10,67,10,10,10,409.3576
2015,District Level,BC Public School,33,Chilliwack,All Students,4,Numeracy,987,874,113,158,597,119,502.5538
2015,District Level,BC Public School,33,Chilliwack,Indigenous,4,Numeracy,189,161,28,47,97,17,469.9814
2015,District Level,BC Public School,33,Chilliwack,Non Indigenous,4,Numeracy,798,713,85,111,500,102,509.9088
2015,District Level,BC Public School,33,Chilliwack,Diverse Abilities,4,Numeracy,129,82,47,36,36,10,450.1341
2015,District Level,BC Public School,33,Chilliwack,Non Diverse Abilities,4,Numeracy,858,792,66,122,561,109,507.9811
2015,District Level,BC Public School,34,Abbotsford,All Students,4,Numeracy,1441,1374,67,224,1005,145,498.206
2015,District Level,BC Public School,34,Abbotsford,Indigenous,4,Numeracy,195,179,10,10,130,10,475.9385
2015,District Level,BC Public School,34,Abbotsford,Non Indigenous,4,Numeracy,1246,1195,10,10,875,10,501.5414
2015,District Level,BC Public School,34,Abbotsford,Diverse Abilities,4,Numeracy,112,75,37,10,46,10,453.1467
2015,District Level,BC Public School,34,Abbotsford,Non Diverse Abilities,4,Numeracy,1329,1299,10,10,959,10,500.8075
2015,District Level,BC Public School,35,Langley,All Students,4,Numeracy,1446,1217,229,235,850,132,493.1504
2015,District Level,BC Public School,35,Langley,Indigenous,4,Numeracy,171,129,42,10,86,10,458.1628
2015,District Level,BC Public School,35,Langley,Non Indigenous,4,Numeracy,1275,1088,10,10,764,10,497.2987
2015,District Level,BC Public School,35,Langley,Diverse Abilities,4,Numeracy,167,102,65,40,51,11,456.6078
2015,District Level,BC Public School,35,Langley,Non Diverse Abilities,4,Numeracy,1279,1115,164,195,799,121,496.4933
2015,District Level,BC Public School,36,Surrey,All Students,4,Numeracy,5026,3826,1199,1004,2502,320,474.8113
2015,District Level,BC Public School,36,Surrey,Indigenous,4,Numeracy,307,188,119,10,92,10,423.9574
2015,District Level,BC Public School,36,Surrey,Non Indigenous,4,Numeracy,4719,3638,1080,10,2410,10,477.4393
2015,District Level,BC Public School,36,Surrey,Diverse Abilities,4,Numeracy,486,206,280,82,111,13,441.801
2015,District Level,BC Public School,36,Surrey,Non Diverse Abilities,4,Numeracy,4540,3620,919,922,2391,307,476.6898
2015,District Level,BC Public School,37,Delta,All Students,4,Numeracy,1098,771,327,169,559,43,474.6978
2015,District Level,BC Public School,37,Delta,Indigenous,4,Numeracy,62,45,10,10,25,10,440.9778
2015,District Level,BC Public School,37,Delta,Non Indigenous,4,Numeracy,1036,726,310,10,534,10,476.7879
2015,District Level,BC Public School,37,Delta,Diverse Abilities,4,Numeracy,142,82,60,10,44,10,456.4512
2015,District Level,BC Public School,37,Delta,Non Diverse Abilities,4,Numeracy,956,689,267,10,515,10,476.8694
2015,District Level,BC Public School,38,Richmond,All Students,4,Numeracy,1412,1113,299,111,791,211,530.0566
2015,District Level,BC Public School,38,Richmond,Indigenous,4,Numeracy,21,15,5,5,10,5,464.8
2015,District Level,BC Public School,38,Richmond,Non Indigenous,4,Numeracy,1391,1098,10,10,781,10,530.9481
2015,District Level,BC Public School,38,Richmond,Diverse Abilities,4,Numeracy,99,44,55,10,21,10,551
2015,District Level,BC Public School,38,Richmond,Non Diverse Abilities,4,Numeracy,1313,1069,244,10,770,10,529.1946
2015,District Level,BC Public School,39,Vancouver,All Students,4,Numeracy,3539,2318,1221,320,1654,344,513.5418
2015,District Level,BC Public School,39,Vancouver,Indigenous,4,Numeracy,167,78,89,10,44,10,441.1923
2015,District Level,BC Public School,39,Vancouver,Non Indigenous,4,Numeracy,3372,2240,1132,10,1610,10,516.0612
2015,District Level,BC Public School,39,Vancouver,Diverse Abilities,4,Numeracy,325,92,233,31,42,19,495.9783
2015,District Level,BC Public School,39,Vancouver,Non Diverse Abilities,4,Numeracy,3214,2226,988,289,1612,325,514.2677
2015,District Level,BC Public School,40,New Westminster,All Students,4,Numeracy,491,388,103,76,270,42,494.3144
2015,District Level,BC Public School,40,New Westminster,Indigenous,4,Numeracy,34,22,12,12,5,5,417.9545
2015,District Level,BC Public School,40,New Westminster,Non Indigenous,4,Numeracy,457,366,91,64,10,10,498.9044
2015,District Level,BC Public School,40,New Westminster,Diverse Abilities,4,Numeracy,39,23,16,5,15,5,458.3043
2015,District Level,BC Public School,40,New Westminster,Non Diverse Abilities,4,Numeracy,452,365,87,10,255,10,496.5836
2015,District Level,BC Public School,41,Burnaby,All Students,4,Numeracy,1620,1273,347,142,905,226,523.8052
2015,District Level,BC Public School,41,Burnaby,Indigenous,4,Numeracy,81,55,26,10,43,10,447.8727
2015,District Level,BC Public School,41,Burnaby,Non Indigenous,4,Numeracy,1539,1218,321,10,862,10,527.234
2015,District Level,BC Public School,41,Burnaby,Diverse Abilities,4,Numeracy,162,57,105,10,39,10,487.5263
2015,District Level,BC Public School,41,Burnaby,Non Diverse Abilities,4,Numeracy,1458,1216,242,10,866,10,525.5058
2015,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,All Students,4,Numeracy,1056,391,665,10,266,10,456.4808
2015,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Indigenous,4,Numeracy,124,44,80,10,29,10,432.9091
2015,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Non Indigenous,4,Numeracy,932,347,585,10,237,10,459.4697
2015,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Diverse Abilities,4,Numeracy,117,21,96,10,12,10,490.1905
2015,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Non Diverse Abilities,4,Numeracy,939,370,569,10,254,10,454.5676
2015,District Level,BC Public School,43,Coquitlam,All Students,4,Numeracy,2188,1784,404,361,1253,170,485.4507
2015,District Level,BC Public School,43,Coquitlam,Indigenous,4,Numeracy,121,78,43,10,49,10,445.2564
2015,District Level,BC Public School,43,Coquitlam,Non Indigenous,4,Numeracy,2067,1706,361,10,1204,10,487.2884
2015,District Level,BC Public School,43,Coquitlam,Diverse Abilities,4,Numeracy,369,244,125,33,154,57,537.3852
2015,District Level,BC Public School,43,Coquitlam,Non Diverse Abilities,4,Numeracy,1819,1540,279,328,1099,113,477.2221
2015,District Level,BC Public School,44,North Vancouver,All Students,4,Numeracy,1164,1091,73,174,790,127,501.7159
2015,District Level,BC Public School,44,North Vancouver,Indigenous,4,Numeracy,58,51,10,10,31,10,440.098
2015,District Level,BC Public School,44,North Vancouver,Non Indigenous,4,Numeracy,1106,1040,10,10,759,10,504.7375
2015,District Level,BC Public School,44,North Vancouver,Diverse Abilities,4,Numeracy,149,123,26,28,75,20,496.7642
2015,District Level,BC Public School,44,North Vancouver,Non Diverse Abilities,4,Numeracy,1015,968,47,146,715,107,502.345
2015,District Level,BC Public School,45,West Vancouver,All Students,4,Numeracy,450,412,38,12,229,171,591.9272
2015,District Level,BC Public School,45,West Vancouver,Diverse Abilities,4,Numeracy,28,17,11,5,11,5,571.9412
2015,District Level,BC Public School,45,West Vancouver,Non Diverse Abilities,4,Numeracy,422,395,27,10,218,10,592.7873
2015,District Level,BC Public School,46,Sunshine Coast,All Students,4,Numeracy,248,210,38,49,145,16,483.6286
2015,District Level,BC Public School,46,Sunshine Coast,Indigenous,4,Numeracy,60,50,10,10,32,10,452.94
2015,District Level,BC Public School,46,Sunshine Coast,Non Indigenous,4,Numeracy,188,160,10,10,113,10,493.2188
2015,District Level,BC Public School,46,Sunshine Coast,Diverse Abilities,4,Numeracy,47,33,5,16,5,5,442.303
2015,District Level,BC Public School,46,Sunshine Coast,Non Diverse Abilities,4,Numeracy,201,177,10,10,130,10,491.3333
2015,District Level,BC Public School,47,Powell River,All Students,4,Numeracy,150,116,10,10,75,10,453.5
2015,District Level,BC Public School,47,Powell River,Indigenous,4,Numeracy,24,19,5,5,12,5,423.0526
2015,District Level,BC Public School,47,Powell River,Non Indigenous,4,Numeracy,126,97,10,10,63,10,459.4639
2015,District Level,BC Public School,47,Powell River,Diverse Abilities,4,Numeracy,25,18,5,5,12,5,440.1111
2015,District Level,BC Public School,47,Powell River,Non Diverse Abilities,4,Numeracy,125,98,10,10,63,10,455.9592
2015,District Level,BC Public School,48,Sea to Sky,All Students,4,Numeracy,370,348,22,74,241,33,485.4253
2015,District Level,BC Public School,48,Sea to Sky,Indigenous,4,Numeracy,60,51,10,28,10,10,424.6667
2015,District Level,BC Public School,48,Sea to Sky,Non Indigenous,4,Numeracy,310,297,10,10,219,10,495.8586
2015,District Level,BC Public School,48,Sea to Sky,Diverse Abilities,4,Numeracy,42,32,5,5,18,5,450.0313
2015,District Level,BC Public School,48,Sea to Sky,Non Diverse Abilities,4,Numeracy,328,316,10,10,223,10,489.0095
2015,District Level,BC Public School,49,Central Coast,All Students,4,Numeracy,20,5,5,5,5,5,438.1667
2015,District Level,BC Public School,50,Haida Gwaii,All Students,4,Numeracy,32,29,5,5,21,5,432
2015,District Level,BC Public School,50,Haida Gwaii,Indigenous,4,Numeracy,18,16,5,5,5,5,415.375
2015,District Level,BC Public School,50,Haida Gwaii,Non Indigenous,4,Numeracy,14,13,5,5,5,5,452.4615
2015,District Level,BC Public School,51,Boundary,All Students,4,Numeracy,100,85,10,10,60,10,479.5765
2015,District Level,BC Public School,51,Boundary,Indigenous,4,Numeracy,32,26,5,5,17,5,492.1923
2015,District Level,BC Public School,51,Boundary,Non Indigenous,4,Numeracy,68,59,10,10,43,10,474.0169
2015,District Level,BC Public School,51,Boundary,Diverse Abilities,4,Numeracy,14,5,5,5,5,5,471.1429
2015,District Level,BC Public School,51,Boundary,Non Diverse Abilities,4,Numeracy,86,10,10,10,10,10,480.3333
2015,District Level,BC Public School,52,Prince Rupert,All Students,4,Numeracy,150,140,10,10,73,10,425.9214
2015,District Level,BC Public School,52,Prince Rupert,Indigenous,4,Numeracy,103,97,10,10,38,10,405.6392
2015,District Level,BC Public School,52,Prince Rupert,Non Indigenous,4,Numeracy,47,43,5,5,35,5,471.6744
2015,District Level,BC Public School,52,Prince Rupert,Diverse Abilities,4,Numeracy,18,11,5,5,5,5,408.3636
2015,District Level,BC Public School,52,Prince Rupert,Non Diverse Abilities,4,Numeracy,132,129,10,10,10,10,427.4186
2015,District Level,BC Public School,53,Okanagan Similkameen,All Students,4,Numeracy,165,151,10,10,103,10,469.7616
2015,District Level,BC Public School,53,Okanagan Similkameen,Indigenous,4,Numeracy,33,30,5,5,15,5,437
2015,District Level,BC Public School,53,Okanagan Similkameen,Non Indigenous,4,Numeracy,132,121,10,10,88,10,477.8843
2015,District Level,BC Public School,53,Okanagan Similkameen,Diverse Abilities,4,Numeracy,16,11,5,5,5,5,451.2727
2015,District Level,BC Public School,53,Okanagan Similkameen,Non Diverse Abilities,4,Numeracy,149,140,10,10,10,10,471.2143
2015,District Level,BC Public School,54,Bulkley Valley,All Students,4,Numeracy,146,137,10,10,91,10,471.2263
2015,District Level,BC Public School,54,Bulkley Valley,Indigenous,4,Numeracy,47,44,5,5,23,5,440.5909
2015,District Level,BC Public School,54,Bulkley Valley,Non Indigenous,4,Numeracy,99,93,10,10,68,10,485.7204
2015,District Level,BC Public School,54,Bulkley Valley,Diverse Abilities,4,Numeracy,13,5,5,5,5,5,439
2015,District Level,BC Public School,54,Bulkley Valley,Non Diverse Abilities,4,Numeracy,133,10,10,10,10,10,473.4922
2015,District Level,BC Public School,57,Prince George,All Students,4,Numeracy,919,840,79,294,524,22,442.9012
2015,District Level,BC Public School,57,Prince George,Indigenous,4,Numeracy,302,255,10,10,125,10,418.3059
2015,District Level,BC Public School,57,Prince George,Non Indigenous,4,Numeracy,617,585,10,10,399,10,453.6222
2015,District Level,BC Public School,57,Prince George,Diverse Abilities,4,Numeracy,89,49,40,26,10,10,410.9592
2015,District Level,BC Public School,57,Prince George,Non Diverse Abilities,4,Numeracy,830,791,10,10,503,10,444.8799
2015,District Level,BC Public School,58,Nicola-Similkameen,All Students,4,Numeracy,148,130,10,10,81,10,464.0769
2015,District Level,BC Public School,58,Nicola-Similkameen,Indigenous,4,Numeracy,78,66,10,10,33,10,445.4545
2015,District Level,BC Public School,58,Nicola-Similkameen,Non Indigenous,4,Numeracy,70,64,10,10,48,10,483.2813
2015,District Level,BC Public School,58,Nicola-Similkameen,Diverse Abilities,4,Numeracy,14,5,5,5,5,5,449
2015,District Level,BC Public School,58,Nicola-Similkameen,Non Diverse Abilities,4,Numeracy,134,10,10,10,10,10,464.68
2015,District Level,BC Public School,59,Peace River South,All Students,4,Numeracy,248,237,11,60,163,14,472.6414
2015,District Level,BC Public School,59,Peace River South,Indigenous,4,Numeracy,99,94,10,10,65,10,458.7447
2015,District Level,BC Public School,59,Peace River South,Non Indigenous,4,Numeracy,149,143,10,10,98,10,481.7762
2015,District Level,BC Public School,59,Peace River South,Diverse Abilities,4,Numeracy,25,19,5,5,10,5,461.9474
2015,District Level,BC Public School,59,Peace River South,Non Diverse Abilities,4,Numeracy,223,218,10,10,153,10,473.5734
2015,District Level,BC Public School,60,Peace River North,All Students,4,Numeracy,458,434,24,102,291,41,481.4147
2015,District Level,BC Public School,60,Peace River North,Indigenous,4,Numeracy,102,96,10,10,57,10,446.3438
2015,District Level,BC Public School,60,Peace River North,Non Indigenous,4,Numeracy,356,338,10,10,234,10,491.3757
2015,District Level,BC Public School,60,Peace River North,Diverse Abilities,4,Numeracy,30,25,5,12,5,5,440.4
2015,District Level,BC Public School,60,Peace River North,Non Diverse Abilities,4,Numeracy,428,409,10,10,280,10,483.9218
2015,District Level,BC Public School,61,Greater Victoria,All Students,4,Numeracy,1415,944,471,193,660,91,489.0064
2015,District Level,BC Public School,61,Greater Victoria,Indigenous,4,Numeracy,165,97,68,10,56,10,424.5979
2015,District Level,BC Public School,61,Greater Victoria,Non Indigenous,4,Numeracy,1250,847,403,10,604,10,496.3825
2015,District Level,BC Public School,61,Greater Victoria,Diverse Abilities,4,Numeracy,136,57,79,10,30,10,463.7895
2015,District Level,BC Public School,61,Greater Victoria,Non Diverse Abilities,4,Numeracy,1279,887,392,10,630,10,490.6268
2015,District Level,BC Public School,62,Sooke,All Students,4,Numeracy,699,299,400,69,186,44,490.1304
2015,District Level,BC Public School,62,Sooke,Indigenous,4,Numeracy,99,41,58,17,10,10,478.0488
2015,District Level,BC Public School,62,Sooke,Non Indigenous,4,Numeracy,600,258,342,10,170,10,492.0504
2015,District Level,BC Public School,62,Sooke,Diverse Abilities,4,Numeracy,67,12,55,10,10,10,474.6667
2015,District Level,BC Public School,62,Sooke,Non Diverse Abilities,4,Numeracy,632,287,345,10,10,10,490.777
2015,District Level,BC Public School,63,Saanich,All Students,4,Numeracy,468,364,104,10,252,10,493.1786
2015,District Level,BC Public School,63,Saanich,Indigenous,4,Numeracy,44,25,19,5,17,5,451.08
2015,District Level,BC Public School,63,Saanich,Non Indigenous,4,Numeracy,424,339,85,10,235,10,496.2832
2015,District Level,BC Public School,63,Saanich,Diverse Abilities,4,Numeracy,43,24,19,5,19,5,452.4167
2015,District Level,BC Public School,63,Saanich,Non Diverse Abilities,4,Numeracy,425,340,85,10,233,10,496.0559
2015,District Level,BC Public School,64,Gulf Islands,All Students,4,Numeracy,122,71,51,10,53,10,518.3239
2015,District Level,BC Public School,64,Gulf Islands,Indigenous,4,Numeracy,12,5,5,5,5,5,499.1667
2015,District Level,BC Public School,64,Gulf Islands,Non Indigenous,4,Numeracy,110,10,10,10,10,10,520.0923
2015,District Level,BC Public School,67,Okanagan Skaha,All Students,4,Numeracy,387,370,17,63,266,41,498.3135
2015,District Level,BC Public School,67,Okanagan Skaha,Indigenous,4,Numeracy,86,79,10,10,63,10,474.2405
2015,District Level,BC Public School,67,Okanagan Skaha,Non Indigenous,4,Numeracy,301,291,10,10,203,10,504.8488
2015,District Level,BC Public School,67,Okanagan Skaha,Diverse Abilities,4,Numeracy,43,33,5,5,18,5,499.8788
2015,District Level,BC Public School,67,Okanagan Skaha,Non Diverse Abilities,4,Numeracy,344,337,10,10,248,10,498.1602
